"item" "roi" "syll_len" "word_lex" "word_complex" "word_freq" "type_freq" "word_bifreq" "type_bifreq" "word_len" "PB" "IC" "SC"
"1143" 68 2 2 "यहां" 0.5 319 566 2 3 4 2 0 1
"1144" 68 3 2 "चोरी" 0 26 26 1 1 4 3 0 1
"1145" 68 4 4 "उछालने" 0.5 1 18 1 1 6 4 1 1
"1146" 68 5 2 "पर" 0 5002 7193 1 NA 2 4 0 1
"1147" 68 6 2 "इस" 0 3071 8126 31 182 2 6 0 2
"1148" 68 7 2 "बात" 0 616 672 181 235 3 6 0 1
"1149" 68 8 1 "की" 0 11321 25348 83 106 2 6 0 2
"1150" 68 9 3 "गारंटी" 0.5 19 19 3 3 6 6 1 1
"1151" 68 10 1 "तो" 0 1349 1349 1 1 2 6 0 1
"1152" 68 11 3 "रहती" 0 46 3304 1 2 4 11 6 0
"1153" 68 12 1 "ही" 0 1862 1863 1 1 2 11 0 0
"1154" 68 13 1 "है" 0.5 10733 14482 29 39 2 11 0 0
"1155" 68 14 1 "कि" 1 6478 25348 1852 1 2 14 0 1
"1156" 68 15 2 "माल" 0 12 13 1 NA 3 15 0 1
"1157" 68 16 2 "भले" 0.5 58 35 1 NA 3 16 0 1
"1158" 68 17 1 "न" 0 424 2829 1 NA 1 16 0 1
"1159" 68 18 2 "बिके" 1.5 2 8 1 NA 4 16 2 0
"1160" 68 19 3 "लेकिन" 1.5 859 859 1 1 5 19 0 1
"1161" 68 20 5 "पब्लिसिटी" 3.5 2 2 1 1 9 20 0 1
"1162" 68 21 2 "और" 0 5122 5122 1 1 2 21 0 2
"1163" 68 22 2 "देर" 0.5 103 103 1 1 3 22 0 2
"1164" 68 23 2 "रात" 0 177 182 33 33 3 23 0 1
"1165" 68 24 1 "की" 0 11321 25348 3 13 2 23 0 2
"1166" 68 25 3 "पार्टियों" 3.5 45 718 2 15 9 23 1 1
"1167" 68 26 1 "में" 1 12692 25348 1 238 3 23 0 1
"1168" 68 27 2 "चर्चा" 2 139 347 12 76 5 27 0 1
"1169" 68 28 1 "तो" 0 1349 1349 1 NA 2 27 0 1
"1170" 68 29 2 "होगी" 0 232 5915 3 27 4 29 9 0
"1171" 68 30 1 "।" 0 19415 18846 159 886 1 29 0 0
"1172" 69 1 2 "जैसा" 0.5 43 1184 NA NA 4 1 0 1
"1173" 69 2 1 "कि" 1 6478 25348 10 NA 2 1 0 1
"1174" 69 3 5 "डिजाइनर" 1 16 21 1 1 7 3 0 1
"1175" 69 4 4 "स्वप्न" 1 4 4 1 1 6 4 0 1
"1176" 69 5 2 "सीमा" 0 185 200 1 1 4 4 0 1
"1177" 69 6 3 "कहती" 0 11 3906 1 1 4 6 0 0
"1178" 69 7 1 "हैं" 1 3449 14482 5 686 3 6 0 0
"1179" 69 8 1 "कि" 1 6478 25348 220 1 2 8 0 1
"1180" 69 9 3 "अगर" 0 165 165 67 2 3 9 0 2
"1181" 69 10 3 "हमारे" 0.5 103 643 1 3 5 10 0 3
"1182" 69 11 4 "डिजाइन" 1 13 16 1 1 6 10 0 2
"1183" 69 12 1 "की" 0 11321 25348 2 4 2 10 0 3
"1184" 69 13 2 "कॉपी" 0.5 4 4 2 2 4 14 1 2
"1185" 69 14 2 "नहीं" 0.5 2830 NA 1 NA 4 14 0 2
"1186" 69 15 2 "होती" 0 126 5915 14 NA 4 14 1 1
"1187" 69 16 1 "है" 0.5 10733 14482 68 603 2 14 0 1
"1188" 69 17 1 "तो" 0 1349 1349 139 214 2 17 0 1
"1189" 69 18 3 "लगता" 0 56 595 4 2 4 18 0 0
"1190" 69 19 1 "है" 0.5 10733 14482 47 70 2 18 0 0
"1191" 69 20 1 "कि" 1 6478 25348 1852 1 2 20 0 1
"1192" 69 21 2 "कहीं" 0.5 34 3906 4 303 4 21 0 1
"1193" 69 22 2 "कुछ" 0.5 698 1337 1 1 3 22 0 2
"1194" 69 23 4 "गड़बड़" 0 1 1 1 NA 4 22 0 1
"1195" 69 24 1 "है" 0.5 10733 14482 1 1 2 24 2 0
"1196" 69 25 1 "।" 0 19415 18846 6561 8730 1 24 0 0
"1197" 70 1 4 "नकलची" 0 2 2 NA NA 5 1 0 1
"1198" 70 2 1 "या" 0 347 347 1 1 2 2 0 2
"1199" 70 3 2 "चोर" 0 7 7 1 1 3 3 0 1
"1200" 70 4 2 "इस" 0 3071 8126 1 1 2 4 0 2
"1201" 70 5 2 "बात" 0 616 672 181 235 3 4 0 1
"1202" 70 6 1 "का" 0 5500 25348 43 106 2 4 0 2
"1203" 70 7 3 "फायदा" 0 45 56 9 13 5 4 1 1
"1204" 70 8 2 "उठा" 0 46 249 6 16 3 8 4 0
"1205" 70 9 2 "रहे" 0.5 988 3304 4 7 3 8 0 0
"1206" 70 10 1 "हैं" 1 3449 14482 502 1885 3 8 0 0
"1207" 70 11 1 "कि" 1 6478 25348 220 1 2 11 0 1
"1208" 70 12 5 "ज्यादातर" 0.5 29 29 2 3 8 12 0 2
"1209" 70 13 5 "डिजाइनर" 1 16 21 1 1 7 12 0 1
"1210" 70 14 3 "अपने" 0.5 826 1621 1 1 4 14 0 2
"1211" 70 15 4 "डिजाइन" 1 13 16 1 1 6 14 0 1
"1212" 70 16 1 "का" 0 5500 25348 1 4 2 14 0 2
"1213" 70 17 3 "पेटेंट" 1.5 2 2 1 1 6 14 1 1
"1214" 70 18 1 "या" 0 347 347 1 1 2 14 0 2
"1215" 70 19 5 "कॉपीराइट" 0.5 3 2 1 1 8 14 3 1
"1216" 70 20 2 "नहीं" 0.5 2830 NA 1 NA 4 20 0 1
"1217" 70 21 3 "कराते" 0.5 5 420 1 NA 5 20 8 0
"1218" 70 22 1 "।" 0 19415 18846 1 46 1 20 0 0
"1219" 71 1 5 "डिजाइनर" 1 16 21 NA NA 7 1 0 1
"1220" 71 2 3 "वेंडेल" 1.5 1 1 1 1 6 2 0 1
"1221" 71 3 4 "रॅड्रिक्स" 4.5 1 1 1 1 9 2 0 1
"1222" 71 4 1 "का" 0 5500 25348 1 1 2 2 0 2
"1223" 71 5 3 "कहना" 0 394 3906 293 303 4 2 1 1
"1224" 71 6 1 "है" 0.5 10733 14482 329 686 2 6 0 0
"1225" 71 7 1 "कि" 1 6478 25348 1852 1 2 7 0 1
"1226" 71 8 2 "हम" 0 264 643 80 9 2 8 0 1
"1227" 71 9 3 "इतनी" 0 33 130 1 2 4 9 0 2
"1228" 71 10 5 "मशक्कत" 0.5 3 3 1 1 6 9 0 1
"1229" 71 11 2 "और" 0 5122 5122 1 1 2 11 0 2
"1230" 71 12 2 "पैसा" 0.5 42 86 2 3 4 12 0 1
"1231" 71 13 2 "खर्च" 1 84 86 3 3 4 14 0 1
"1232" 71 14 3 "करके" 0.5 90 9800 2 36 4 14 8 1
"1233" 71 15 2 "भला" 0 11 34 1 1 3 15 0 1
"1234" 71 16 3 "अपने" 0.5 826 1621 1 1 4 16 0 2
"1235" 71 17 3 "कितने" 1.5 22 58 1 1 5 16 0 2
"1236" 71 18 4 "डिजाइन" 1 13 16 1 1 6 16 1 1
"1237" 71 19 5 "कॉपीराइट" 0.5 3 2 1 1 8 20 0 1
"1238" 71 20 2 "करा" 0 61 9800 1 NA 3 20 1 0
"1239" 71 21 3 "सकते" 0.5 234 1070 2 166 4 20 0 0
"1240" 71 22 1 "हैं" 1 3449 14482 185 666 3 20 0 0
"1241" 71 23 1 "।" 0 19415 18846 2296 8730 1 20 0 0
"1242" 72 1 4 "इसलिए" 1 194 182 NA NA 5 1 0 1
"1243" 72 2 2 "हम" 0 264 643 2 3 2 2 0 1
"1244" 72 3 2 "लोग" 0 400 1172 16 25 3 2 0 1
"1245" 72 4 2 "इस" 0 3071 8126 9 17 2 4 0 2
"1246" 72 5 3 "पचड़े" 0.5 1 1 1 1 4 4 0 1
"1247" 72 6 1 "में" 1 12692 25348 1 NA 3 4 0 1
"1248" 72 7 2 "नहीं" 0.5 2830 NA 80 NA 4 7 0 1
"1249" 72 8 3 "पड़ना" 0 1 217 1 NA 4 7 6 0
"1250" 72 9 3 "चाहते" 0.5 141 343 1 1 5 7 0 0
"1251" 72 10 1 "।" 0 19415 18846 11 39 1 7 0 0
"1252" 73 1 3 "रोजाना" 0 8 8 NA NA 6 1 0 1
"1253" 73 2 2 "नया" 0 49 365 1 1 3 2 0 1
"1254" 73 3 3 "विवाद" 1 103 124 1 2 5 3 0 1
"1255" 73 4 1 "।" 0 19415 18846 1 1 1 4 0 0
"1256" 74 1 3 "अगर" 0 165 165 NA NA 3 1 0 2
"1257" 74 2 2 "कुछ" 0.5 698 1337 1 10 3 2 0 3
"1258" 74 3 5 "ओरिजनल" 1 1 1 1 NA 6 2 0 2
"1259" 74 4 1 "है" 0.5 10733 14482 1 1 2 4 1 1
"1260" 74 5 1 "तो" 0 1349 1349 139 214 2 5 0 1
"1261" 74 6 3 "पुराने" 1 44 92 1 1 6 6 0 2
"1262" 74 7 4 "दिग्गज" 1.5 8 11 1 1 6 6 0 1
"1263" 74 8 3 "फैशन" 0.5 21 21 2 2 4 6 0 1
"1264" 74 9 5 "डिजाइनरों" 1.5 5 21 5 9 9 6 3 1
"1265" 74 10 1 "का" 0 5500 25348 2 3 2 6 0 2
"1266" 74 11 2 "काम" 0 344 349 67 88 3 6 1 1
"1267" 74 12 1 "ही" 0 1862 1863 1 1 2 6 0 1
"1268" 74 13 2 "सिर" 1 49 49 2 2 3 13 0 1
"1269" 74 14 4 "चढ़कर" 0 5 11 1 2 4 14 0 1
"1270" 74 15 2 "बोल" 0 26 125 1 2 3 15 3 0
"1271" 74 16 2 "रहा" 0 823 3304 4 13 3 15 0 0
"1272" 74 17 1 "है" 0.5 10733 14482 608 1885 2 15 0 0
"1273" 74 18 1 "।" 0 19415 18846 6561 8730 1 15 0 0
